,,,
Time,No.,Content,Hotness
2021-12-20 00:00:01,,,
,,把党的伟大自我革命进行到底, 
,1,明星都是废话文学大师吧,4276637
,2,中国妇女报再评王力宏,3682537
,3,高质量发展是以人民为中心的发展,2451840
,4,医生建议连续使用耳机听歌不超60分钟,1891288
,5,中纪委网站评明星艺人人设崩塌,1857212
,6,小狗中毒跑到派出所躲避仍被拖走,1193317
,7,顾客称茶颜悦色奶茶中喝出整片纸巾,1127394
,8,谁是凶手,975535
,9,白桃星座,895340
,10,西安1地高风险13地中风险,835238
,11,大妈摊3个煎饼才成功被怀疑身份,795763
,12,东北人连鲍鱼都用铁锅炖,771714
,13,陈伟霆哈哈哈哈哈预告,623544
,14,女子戴耳机听歌睡觉致耳聋,601682
,15,电影无名,526701
,16,沈雨破防大哭,488684
,17,减肥成功后的颜值变化,433268
,18,年度爱用口红,407379
,19,广州有鳄鱼过马路,366364
,20,男子为报恩决定10年向母校捐1000万,361613
,21,李淳罡一剑仙人跪,360394
,22,福建一高校惊现凤凰飞特技,355015
,23,被彭昱畅刘昊然鲱鱼双尊笑死,327926
,24,赵丽颖谁是凶手哭戏,325874
,25,西安新增病例轨迹公布,304571
,26,孙海洋喊话人贩子投案自首,278757
,27,小伙全麻手术后条件反射接客户电话,247616
,28,交警一招解救2名被拘禁女子,208181
,29,申通建议客户发顺丰,201109
,30,高三班主任烤100多斤红薯给学生取暖,199440
,31,工作室分享胡先煦瘦身15斤秘诀,197694
,32,刘端端今年KPI还是拿捏张若昀,197169
,33,许佳琪最美女包工头,196889
,34,实力歌手的清唱现场有多好听,195247
,35,藕片的灵魂吃法,189094
,36,NH夺冠,174544
,37,北京冬奥火种灯的设计满是中国式浪漫,168685
,38,3招自我放松肩颈,161684
,39,网易获DOTA2互联网员工杯冠军,152039
,40,浙江为近400滞留考研生从全国调卷,146811
,41,风味人间3开播,146395
,42,宋亚轩和鼠标的出游日记,146303
,43,这狗买菜居然会砍价,143660
,44,南宁不倡导乘坐电扶梯靠右站,143011
,45,老家真是一个治愈的地方,133104
,46,新娘坐三轮拿喇叭大喊终于结婚了,132597
,47,孙海洋设宴答谢帮助过自己的人,130716
,48,大四女生用流利英语介绍彝族漆器,115300
,49,女子碰瓷数十次不给钱就掰雨刮器,109434
,50,风格大赏红毯,104168
,,,
Time,No.,Content,Hotness
2021-12-20 00:15:01,,,
,,写在中国大地上的优异答卷, 
,1,明星都是废话文学大师吧,4130349
,2,中国妇女报再评王力宏,3164017
,3,高质量发展是以人民为中心的发展,2151647
,4,中纪委网站评明星艺人人设崩塌,1805148
,5,医生建议连续使用耳机听歌不超60分钟,1332515
,6,白桃星座,1053663
,7,小狗中毒跑到派出所躲避仍被拖走,978885
,8,顾客称茶颜悦色奶茶中喝出整片纸巾,924377
,9,谁是凶手,826453
,10,西安1地高风险13地中风险,715263
,11,大妈摊3个煎饼才成功被怀疑身份,685212
,12,东北人连鲍鱼都用铁锅炖,636479
,13,年度爱用口红,568215
,14,男子为报恩决定10年向母校捐1000万,537059
,15,女子戴耳机听歌睡觉致耳聋,525233
,16,陈伟霆哈哈哈哈哈预告,419532
,17,电影无名,418751
,18,沈雨破防大哭,417450
,19,减肥成功后的颜值变化,366847
,20,广州有鳄鱼过马路,329479
,21,李淳罡一剑仙人跪,329261
,22,这狗买菜居然会砍价,328998
,23,西安新增病例轨迹公布,322122
,24,福建一高校惊现凤凰飞特技,292281
,25,赵丽颖谁是凶手哭戏,281447
,26,被彭昱畅刘昊然鲱鱼双尊笑死,270744
,27,孙海洋喊话人贩子投案自首,248881
,28,交警一招解救2名被拘禁女子,205249
,29,小伙全麻手术后条件反射接客户电话,204011
,30,申通建议客户发顺丰,179616
,31,工作室分享胡先煦瘦身15斤秘诀,178463
,32,刘端端今年KPI还是拿捏张若昀,176848
,33,贺峻霖悄咪咪的比了个耶,174328
,34,许佳琪最美女包工头,171722
