,,,
Time,No.,Content,Hotness
2022-01-28 00:00:01,,,
,,奋力书写双奥之城历史华章, 
,1,微信红包封面,1362661
,2,为什么车厘子比樱桃贵很多,1294050
,3,时间属于奋进者历史属于奋进者,1290343
,4,27岁男子打游戏到凌晨3点突发心梗,1289305
,5,zhuo,1283248
,6,被姜贞羽的羽毛舞台击中了,晚会 1089732
,•,健康美美过新年,
,7,用空气炸锅搞定一桌年夜饭,798846
,8,林妙妙的男朋友不会是肖鹤云吧,剧集 657939
,9,沈腾被禁言禁了个寂寞,综艺 589184
,10,天津增本土确诊4例,579104
,11,主持人蔡头去世,579012
,12,小伙头疼半年就医取出20年前子弹,574587
,13,唐朝的饺子和现在几乎一模一样,综艺 533549
,14,阿尔宙斯,512244
,15,二手玫瑰Yamy宝贝对不起好魔性,晚会 497908
,16,越活越年轻的8个好习惯,446906
,17,瘦后背训练的天花板,445655
,18,什么叫过年等于破产,391011
,19,刘学州遗体已火化,362960
,20,西安南郊9座古墓葬为元代赵氏家族墓地,322794
,21,微博之夜 名单,盛典 316293
,22,这才是令人心动的公主抱吧,314592
,23,武汉要是不下雪真的很难收场,309614
,24,花江夏树确诊感染新冠,279263
,25,Uzi,273871
,26,国足0比2日本,273340
,27,天津迎战奥密克戎,229366
,28,别再怀疑猫猫了,222439
,29,饭堂除夕夜,206902
,30,给狗子冷的直跺脚,202551
,31,半熟恋人,综艺 201525
,32,TFBOYS先后现身央视春晚第四次联排,晚会 200452
,33,罗翔说开端,剧集 199235
,34,没有人能在家具城打赢成龙,198510
,35,广东人过年迷惑行为,197249
,36,Bin RNG,168283
,37,李霄鹏说国足输日本自己负全责,161353
,38,科学戒烟要从两方面入手,161264
,39,诸葛亮星域神启,152754
,40,这真的是台下十年功,136509
,41,刘宇与77岁奶奶合唱梨花颂好默契,综艺 134192
,42,李庚希含泪剪发,剧集 133347
,43,国足可能大年初一出局,131409
,44,为中国冬奥健儿加油,125537
,45,虎年红包算是被玩明白了,116336
,46,如何找到穿搭风格,112729
,47,鱼皮花生真的有鱼,107550
,48,王者荣耀,105317
,49,RNG战胜BLG,102039
,50,91岁奶奶给40岁孙女发10元压岁钱,101805
,,,
Time,No.,Content,Hotness
2022-01-28 00:15:01,,,
,,奋力书写双奥之城历史华章, 
,1,27岁男子打游戏到凌晨3点突发心梗,1637569
,2,被姜贞羽的羽毛舞台击中了,晚会 1151100
,3,时间属于奋进者历史属于奋进者,1085790
,4,zhuo,1058904
,5,微信红包封面,1027496
,6,为什么车厘子比樱桃贵很多,861827
,7,用空气炸锅搞定一桌年夜饭,734933
,8,林妙妙的男朋友不会是肖鹤云吧,剧集 596538
,9,沈腾被禁言禁了个寂寞,综艺 534832
,10,武汉要是不下雪真的很难收场,517962
,11,主持人蔡头去世,512794
,12,小伙头疼半年就医取出20年前子弹,507116
,13,阿尔宙斯,488375
,14,瘦后背训练的天花板,443932
,15,唐朝的饺子和现在几乎一模一样,综艺 441197
,16,微博之夜 名单,盛典 398753
,17,什么叫过年等于破产,397401
,18,越活越年轻的8个好习惯,369774
,19,西安南郊9座古墓葬为元代赵氏家族墓地,366035
,20,刘学州遗体已火化,321586
,21,二手玫瑰Yamy宝贝对不起好魔性,晚会 310296
,22,这才是令人心动的公主抱吧,305511
,23,半熟恋人,综艺 264854
,24,Uzi,256530
,25,饭堂除夕夜,256177
,26,国足0比2日本,244149
,27,天津增本土确诊4例,243966
,28,别再怀疑猫猫了,242201
,29,天津迎战奥密克戎,241291
,30,给狗子冷的直跺脚,240294
,31,花江夏树确诊感染新冠,240048
,32,TFBOYS先后现身央视春晚第四次联排,晚会 237078
,33,罗翔说开端,剧集 231011
,34,没有人能在家具城打赢成龙,224567
,35,广东人过年迷惑行为,158545
,36,Bin RNG,151532
,37,诸葛亮星域神启,148930
,38,李霄鹏说国足输日本自己负全责,145983
,39,科学戒烟要从两方面入手,124257
,40,中国冬奥代表团这次有何不一样,122526
,41,如梦之梦获年度人气演出,122091
,42,刘宇与77岁奶奶合唱梨花颂好默契,综艺 118956
,43,这真的是台下十年功,111286
,44,国足可能大年初一出局,110477
,45,如何找到穿搭风格,109887
,46,王者荣耀,99076
,47,为中国冬奥健儿加油,94251
,48,虎年红包算是被玩明白了,93423
,49,鱼皮花生真的有鱼,89215
,50,91岁奶奶给40岁孙女发10元压岁钱,86260
,,,
Time,No.,Content,Hotness
2022-01-28 00:30:01,,,
