,,,
Time,No.,Content,Hotness
2021-12-18 00:00:01,,,
,,十九届六中全会解读, 
,1,老黄去世,3213125
,2,孙卓姐姐发声,3047200
,3,高质量发展是以人民为中心的发展,2187840
,•,别处种草 知乎种树,
,4,李靓蕾发文,2131278
,5,西城男孩,1826743
,6,杨超越锦鲤,1683250
,7,茶颜悦色创始人吕良道歉,1001489
,8,西安1确诊10天去过8家大型购物中心,940668
,9,四六级明天开考,910752
,10,为什么不取消绿皮火车,902163
,11,误杀2影评,898470
,12,无锡23岁失联女孩已去世,847316
,13,陈松勇去世,665877
,14,XYG,597355
,15,谢谢王安石,548513
,16,剖腹产到底有多疼,413551
,17,超新星运动会,381884
,18,故意点燃加油站油枪男子已被抓获,377108
,19,厦门发现1例新冠病毒核酸检测阳性人员,365544
,20,枣夹糯米糍有多好吃,292782
,21,aespa KBS,292767
,22,电影误杀2,292639
,23,KBS歌谣大祝祭红毯上的女明星,292585
,24,无锡23岁女孩失联已8天,292494
,25,wbg,292492
,26,爷爷报警儿子8万卖掉亲孙子,278450
,27,张雨霏夺个人短池世锦赛首金,264012
,28,小时候听过的那些食物谣言,255838
,29,一个人独居是种什么体验,247916
,30,辽宁鞍山一男子被曝家暴儿子,224350
,31,KBS歌谣大祝祭,223025
,32,雪中悍刀行,222495
,33,赞多街舞比赛满分晋级,219731
,34,你希望爱很美味拍第二季吗,218848
,35,志胜一击,216520
,36,浙江新增确诊79例,215371
,37,香港立法会会议厅改挂国徽,195677
,38,这绕口令真的很难不笑,190470
,39,山西孝义市委书记被免职,187669
,40,神仙减脂酱料红黑榜,185135
,41,袁一琦 街舞,181297
,42,警方回应鞍山男子当众家暴儿子,172184
,43,山西孝义透水事故,165422
,44,山西孝义市市长被免职,152340
,45,又是被空气炸锅种草的一天,149018
,46,大牌购物开箱,148553
,47,你的狗长得像你吗,146751
,48,国务院安委会挂牌督办孝义透水事故,142798
,49,山东夫妇捡脑瘫弃婴一养32年,137555
,50,全国12个高风险59个中风险地区,137187
,,,
Time,No.,Content,Hotness
2021-12-18 00:15:01,,,
,,构建经济与环境协同共进的地球家园, 
,1,老黄去世,4033687
,2,孙卓姐姐发声,3344981
,3,高质量发展是以人民为中心的发展,2620473
,•,方媛 圣诞礼物清单,
,4,西城男孩,2122818
,5,杨超越锦鲤,2036447
,6,XYG,1708840
,7,茶颜悦色创始人吕良道歉,1515011
,8,西安1确诊10天去过8家大型购物中心,1179604
,9,四六级明天开考,1134895
,10,为什么不取消绿皮火车,1122137
,11,误杀2影评,1116071
,12,无锡23岁失联女孩已去世,1002540
,13,陈松勇去世,706941
,14,谢谢王安石,645187
,15,剖腹产到底有多疼,492301
,16,李靓蕾发文,464982
,17,超新星运动会,431479
,18,故意点燃加油站油枪男子已被抓获,376886
,19,电影误杀2,367434
,20,厦门发现1例新冠病毒核酸检测阳性人员,356405
,21,aespa KBS,348059
,22,无锡23岁女孩失联已8天,336435
,23,KBS歌谣大祝祭红毯上的女明星,336030
,24,爷爷报警儿子8万卖掉亲孙子,321178
,25,香港立法会会议厅改挂国徽,320561
,26,wbg,317461
,27,小时候听过的那些食物谣言,313424
,28,KBS歌谣大祝祭,309033
,29,又是被空气炸锅种草的一天,267614
,30,一个人独居是种什么体验,265583
,31,雪中悍刀行,264459
,32,你希望爱很美味拍第二季吗,263879
,33,赞多街舞比赛满分晋级,263833
,34,枣夹糯米糍有多好吃,262826
,35,志胜一击,262132
,36,张雨霏夺个人短池世锦赛首金,234294
,37,辽宁鞍山一男子被曝家暴儿子,218413
,38,山西孝义市委书记被免职,195753
,39,浙江新增确诊79例,194915
,40,神仙减脂酱料红黑榜,190769
,41,袁一琦 街舞,185789
,42,杨洋杨迪英文名都叫Yang,184387
,43,冬天在青岛哈啤酒有多爽,179892
,44,山西孝义透水事故,178478
,45,这绕口令真的很难不笑,177637
,46,山西孝义市市长被免职,163078
,47,你的狗长得像你吗,153154
,48,警方回应鞍山男子当众家暴儿子,142360
,49,XYG止步KPL四强,133702
,50,国务院安委会挂牌督办孝义透水事故,133425
,,,
Time,No.,Content,Hotness
2021-12-18 00:30:01,,,
,,构建经济与环境协同共进的地球家园, 
,1,老黄去世,3810740
,2,孙卓姐姐发声,3345431
,3,高质量发展是以人民为中心的发展,2510525
,4,XYG,2424899
,5,西城男孩,1957414
,6,杨超越锦鲤,1718698
,7,茶颜悦色创始人吕良道歉,1449097
,8,误杀2影评,1045961
,9,四六级明天开考,988481
,10,为什么不取消绿皮火车,978295
,11,西安1确诊10天去过8家大型购物中心,976098
,12,无锡23岁失联女孩已去世,875920
,13,陈松勇去世,807244
,14,谢谢王安石,667745
,15,香港立法会会议厅改挂国徽,525728
,16,又是被空气炸锅种草的一天,509386
,17,剖腹产到底有多疼,507694
,18,超新星运动会,462478
,19,厦门发现1例新冠病毒核酸检测阳性人员,371340
,20,故意点燃加油站油枪男子已被抓获,352512
,21,aespa KBS,350394
,22,wbg,344980
,23,KBS歌谣大祝祭红毯上的女明星,344943
,24,电影误杀2,344466
,25,无锡23岁女孩失联已8天,334824
,26,爷爷报警儿子8万卖掉亲孙子,330901
,27,小时候听过的那些食物谣言,330441
,28,志胜一击,309588
,29,一个人独居是种什么体验,263373
,30,张雨霏夺个人短池世锦赛首金,238141
,31,雪中悍刀行,235776
,32,你希望爱很美味拍第二季吗,233254
,33,杨洋杨迪英文名都叫Yang,228701
,34,KBS歌谣大祝祭,221426
,35,冬天在青岛哈啤酒有多爽,220060
,36,辽宁鞍山一男子被曝家暴儿子,218941
,37,低至几元的上妆工具,196913
,38,枣夹糯米糍有多好吃,194796
,39,浙江新增确诊79例,184223
,40,神仙减脂酱料红黑榜,181616
,41,赞多街舞比赛满分晋级,181359
,42,XYG止步KPL四强,178913
,43,袁一琦 街舞,178487
,44,山西孝义市委书记被免职,176538
,45,这绕口令真的很难不笑,174764
,46,山西孝义透水事故,168703
,47,山西孝义市市长被免职,160334
,48,鸡蛋神仙吃法,143521
,49,你的狗长得像你吗,143407
,50,警方回应鞍山男子当众家暴儿子,132033
,,,
Time,No.,Content,Hotness
2021-12-18 00:45:01,,,
,,构建经济与环境协同共进的地球家园, 
,1,老黄去世,3156901
,2,孙卓姐姐发声,2921601
,3,高质量发展是以人民为中心的发展,1838045
,•,超有排面的生日,
,4,XYG,1836259
,5,西城男孩,1776568
,6,杨超越锦鲤,1474667
,7,茶颜悦色创始人吕良道歉,1344272
,8,误杀2影评,907440
,9,四六级明天开考,866146
,10,为什么不取消绿皮火车,864401
,11,西安1确诊10天去过8家大型购物中心,863767
,12,孙卓,862371
,13,无锡23岁失联女孩已去世,811474
,14,又是被空气炸锅种草的一天,753007
,15,陈松勇去世,750318
,16,谢谢王安石,571422
,17,香港立法会会议厅改挂国徽,554849
,18,超新星运动会,437874
,19,剖腹产到底有多疼,432161
,20,厦门发现1例新冠病毒核酸检测阳性人员,343873
,21,aespa KBS,340661
,22,小时候听过的那些食物谣言,328811
,23,KBS歌谣大祝祭红毯上的女明星,319948
,24,wbg,311700
,25,爷爷报警儿子8万卖掉亲孙子,309046
,26,杨洋杨迪英文名都叫Yang,307945
,27,故意点燃加油站油枪男子已被抓获,307913
,28,志胜一击,302589
,29,无锡23岁女孩失联已8天,291671
,30,低至几元的上妆工具,290163
,31,雪中悍刀行,288704
,32,电影误杀2,288235
,33,你希望爱很美味拍第二季吗,256274
,34,KBS歌谣大祝祭,233562
,35,一个人独居是种什么体验,229217
,36,辽宁鞍山一男子被曝家暴儿子,202729
,37,张雨霏夺个人短池世锦赛首金,193725
,38,冬天在青岛哈啤酒有多爽,189295
,39,鸡蛋神仙吃法,186266
,40,浙江新增确诊79例,170623
,41,赞多街舞比赛满分晋级,170618
,42,神仙减脂酱料红黑榜,163424
,43,袁一琦 街舞,162607
,44,山西孝义市委书记被免职,161509
,45,山西孝义透水事故,154603
,46,枣夹糯米糍有多好吃,153453
,47,这绕口令真的很难不笑,146476
,48,XYG止步KPL四强,135333
,49,山西孝义市市长被免职,134443
,50,你的狗长得像你吗,126317
,,,
Time,No.,Content,Hotness
2021-12-18 01:00:01,,,
,,构建经济与环境协同共进的地球家园, 
,1,老黄去世,2722506
,2,孙卓姐姐发声,2517991
,3,高质量发展是以人民为中心的发展,1975100
,•,这是免费能看的神仙颜吗,
,4,XYG,1939052
,5,西城男孩,1543643
,6,杨超越锦鲤,1230951
,•,通往2060的车速有多快,
,7,茶颜悦色创始人吕良道歉,1221155
,8,误杀2影评,776329
,9,四六级明天开考,743119
,10,为什么不取消绿皮火车,742846
,11,孙卓,742740
,12,西安1确诊10天去过8家大型购物中心,742630
,13,无锡23岁失联女孩已去世,696757
,14,又是被空气炸锅种草的一天,692324
,15,陈松勇去世,614514
,16,香港立法会会议厅改挂国徽,564280
,17,谢谢王安石,498352
,18,超新星运动会,422919
,19,剖腹产到底有多疼,397582
,20,小时候听过的那些食物谣言,323317
,21,aespa KBS,319997
,22,低至几元的上妆工具,306352
,23,杨洋杨迪英文名都叫Yang,304160
,24,厦门发现1例新冠病毒核酸检测阳性人员,301640
,25,志胜一击,293518
,26,KBS歌谣大祝祭红毯上的女明星,281854
,27,爷爷报警儿子8万卖掉亲孙子,275495
,28,wbg,273673
,29,故意点燃加油站油枪男子已被抓获,267395
,30,无锡23岁女孩失联已8天,253076
,31,雪中悍刀行,244568
,32,电影误杀2,235625
,33,你希望爱很美味拍第二季吗,232163
,34,鸡蛋神仙吃法,203722
,35,KBS歌谣大祝祭,200812
,36,一个人独居是种什么体验,192884
,37,辽宁鞍山一男子被曝家暴儿子,189095
,38,冬天在青岛哈啤酒有多爽,179123
,39,张雨霏夺个人短池世锦赛首金,158791
,40,神仙减脂酱料红黑榜,158021
,41,赞多街舞比赛满分晋级,155743
,42,浙江新增确诊79例,152978
