,,,
Time,No.,Content,Hotness
2022-08-29 00:00:02,,,
,,网络文明之光照亮未来, 
,1,骨兰变成了东方青苍,剧集 1998631
,2,女子火锅配冰奶茶上吐下泻碱中毒,1606609
,3,八音盒变装下的守护者,1539505
,4,苍兰诀 智者不入爱河,剧集 1487228
,5,蔡徐坤把拴Q说成了3Q,综艺 1086304
,6,成都疫情处于快速上升阶段,933947
,•,曾舜晞致敬阿飞正传,
,7,重庆下雨,541152
,8,大爷质问家长为何给孩子穿汉服,487566
,9,成都市民进入公共场所须48小时核酸证明,428038
,10,95后小伙瞒着家人到重庆救火,400195
,11,男子在女友孕期出轨还想要回16万彩礼,399707
,12,贺峻霖两个月瘦了20斤,378969
,13,苍兰诀编剧,剧集 375709
,14,EXO 回归,363334
,15,男子离婚两年后前妻告知儿子非亲生,353132
,16,录取通知书被毁能否进校门,341668
,17,台州是糯叽叽的天堂,310716
,18,男子烤肠到嘴边退货遭拒辱骂店员,307682
,19,在重庆有一种感动叫双向奔赴,274432
,20,动物园灰鹦鹉被逗后说脏话骂游客,273053
,21,不为什么,音乐 271150
,22,苍兰诀 不要烂尾,剧集 271096
,23,任敏中国风水下舞蹈,综艺 270459
,24,男子为证明自己的化学天赋自学制毒,267622
,25,Viper,246909
,26,美登月火箭发射台遭雷击,194843
,27,间谍过家家第二季度海报,187407
,28,这excel算是被玩明白了,166155
,29,开学前录取通知书被狗狗咬碎,158407
,30,上海昨日新增本土无症状8例,158265
,31,吴倩说五年后是夏天赢了,剧集 158170
,32,苍兰诀 太岁,剧集 157060
,33,王子文吴永恩考拉抱,综艺 155710
,34,一起同过窗,剧集 154951
,35,newjeans新歌获人歌一位,综艺 154110
,36,轰6K巡航台岛常态化,153764
,37,EDG 冒泡赛,153002
,38,平台回应通缉犯的抓捕赏金仅4元,151625
,39,川渝男人最后的倔强,148167
,40,这是什么百万转场,144140
,41,刘耀文脸链,144021
,42,这麻婆豆腐也太费米饭了,143851
,43,男子洗澡时淋浴房玻璃门突然爆裂,139525
,44,四川话完全恐怖不起来,119979
,45,成都疫情防控,106525
,46,K甲,96752
,47,JDG锁定S12名额,88492
,48,公厕里的洗手液有多脏,77637
,49,男孩半夜醒来发现父母不见后报警,61491
,50,剑网三,60756
,,,
Time,No.,Content,Hotness
2022-08-29 00:15:01,,,
,,网络文明之光照亮未来, 
,1,女子火锅配冰奶茶上吐下泻碱中毒,1763785
,2,骨兰变成了东方青苍,剧集 1752400
,3,八音盒变装下的守护者,1419637
,4,苍兰诀 智者不入爱河,剧集 1165892
,5,蔡徐坤把拴Q说成了3Q,综艺 956372
,6,成都疫情处于快速上升阶段,817237
,7,95后小伙瞒着家人到重庆救火,459369
,8,大爷质问家长为何给孩子穿汉服,438768
,9,成都市民进入公共场所须48小时核酸证明,433972
,10,重庆下雨,394052
,11,男子在女友孕期出轨还想要回16万彩礼,392912
,12,贺峻霖两个月瘦了20斤,388392
,13,不为什么,音乐 381786
,14,苍兰诀编剧,剧集 372665
,15,男子离婚两年后前妻告知儿子非亲生,368671
,16,台州是糯叽叽的天堂,366860
,17,录取通知书被毁能否进校门,326676
,18,动物园灰鹦鹉被逗后说脏话骂游客,287533
,19,男子烤肠到嘴边退货遭拒辱骂店员,258720
,20,男子为证明自己的化学天赋自学制毒,251937
,21,EXO 回归,244644
,22,苍兰诀 不要烂尾,剧集 242050
,23,Viper,231079
,24,苍兰诀 太岁,剧集 229382
,25,在重庆有一种感动叫双向奔赴,225153
,26,间谍过家家第二季度海报,198683
,27,美登月火箭发射台遭雷击,182160
,28,平台回应通缉犯的抓捕赏金仅4元,141056
,29,EDG 冒泡赛,137497
,30,川渝男人最后的倔强,135002
,31,任敏中国风水下舞蹈,综艺 134205
,32,吴倩说五年后是夏天赢了,剧集 133131
,33,一起同过窗,剧集 131513
,34,王子文吴永恩考拉抱,综艺 130569
,35,轰6K巡航台岛常态化,129412
,36,这麻婆豆腐也太费米饭了,128027
,37,男子洗澡时淋浴房玻璃门突然爆裂,126456
,38,开学前录取通知书被狗狗咬碎,122411
,39,上海昨日新增本土无症状8例,120920
,40,这excel算是被玩明白了,115500
,41,刘耀文脸链,113855
,42,newjeans新歌获人歌一位,综艺 112055
,43,四川话完全恐怖不起来,109816
,44,这是什么百万转场,102687
,45,成都疫情防控,94651
,46,JDG锁定S12名额,85689
,47,公厕里的洗手液有多脏,76741
,48,K甲,64196
,49,剑网三,61345
,50,英雄战士与英雄人民的双向奔赴,61333
,,,
Time,No.,Content,Hotness
2022-08-29 00:30:01,,,
,,2022年中国网络文明大会, 
,1,女子火锅配冰奶茶上吐下泻碱中毒,1802727
,2,骨兰变成了东方青苍,剧集 1413071
,3,八音盒变装下的守护者,1241802
,•,中餐厅美食之旅,
,4,不为什么,音乐 1073869
,5,苍兰诀 智者不入爱河,剧集 937601
,6,成都疫情处于快速上升阶段,745947
,7,95后小伙瞒着家人到重庆救火,475392
,8,大爷质问家长为何给孩子穿汉服,412268
,9,台州是糯叽叽的天堂,404010
,10,成都市民进入公共场所须48小时核酸证明,350172
,11,男子在女友孕期出轨还想要回16万彩礼,343434
,12,贺峻霖两个月瘦了20斤,336214
,13,蔡徐坤把拴Q说成了3Q,综艺 329473
,14,EXO 回归,326145
,15,男子离婚两年后前妻告知儿子非亲生,316849
,16,录取通知书被毁能否进校门,314596
,17,动物园灰鹦鹉被逗后说脏话骂游客,314509
,18,重庆下雨,264561
,19,男子烤肠到嘴边退货遭拒辱骂店员,224142
,20,间谍过家家第二季度海报,210607
,21,苍兰诀编剧,剧集 207826
,22,吴倩说五年后是夏天赢了,剧集 206404
,23,苍兰诀 不要烂尾,剧集 205700
,24,男子为证明自己的化学天赋自学制毒,204532
,25,Viper,195530
,26,在重庆有一种感动叫双向奔赴,190645
,27,美登月火箭发射台遭雷击,154855
,28,平台回应通缉犯的抓捕赏金仅4元,133625
,29,EDG 冒泡赛,124397
,30,川渝男人最后的倔强,122445
,31,苍兰诀 太岁,剧集 121430
,32,任敏中国风水下舞蹈,综艺 120989
,33,张真源瑜舞台rap,音乐 119808
,34,一起同过窗,剧集 118849
,35,轰6K巡航台岛常态化,117457
,36,男子洗澡时淋浴房玻璃门突然爆裂,117364
,37,这麻婆豆腐也太费米饭了,110784
,38,上海昨日新增本土无症状8例,96833
,39,四川话完全恐怖不起来,92869
,40,这excel算是被玩明白了,91069
,41,0713中秋晚会合体路透,晚会 89771
,42,开学前录取通知书被狗狗咬碎,85544
,43,成都疫情防控,84870
,44,这是什么百万转场,80689
,45,陕西肉夹馍在台中夜市一馍难求,76898
,46,剑网三,74743
,47,JDG锁定S12名额,67935
,48,如何评价朱一龙演技,电影 67459
,49,公厕里的洗手液有多脏,66860
,50,K甲,50920
,,,
Time,No.,Content,Hotness
2022-08-29 00:45:02,,,
,,2022年中国网络文明大会, 
,1,女子火锅配冰奶茶上吐下泻碱中毒,1479115
,2,骨兰变成了东方青苍,剧集 1180091
,3,八音盒变装下的守护者,1158977
,4,不为什么,音乐 1150069
,5,蔡徐坤把拴Q说成了3Q,综艺 701444
,6,成都疫情处于快速上升阶段,645552
,7,台州是糯叽叽的天堂,430366
,8,95后小伙瞒着家人到重庆救火,386627
,9,大爷质问家长为何给孩子穿汉服,309682
,10,动物园灰鹦鹉被逗后说脏话骂游客,295859
,11,男子在女友孕期出轨还想要回16万彩礼,294149
,12,贺峻霖两个月瘦了20斤,288243
,13,苍兰诀 智者不入爱河,剧集 286915
,14,EXO 回归,279448
,15,男子离婚两年后前妻告知儿子非亲生,277483
,16,吴倩说五年后是夏天赢了,剧集 270214
,17,成都市民进入公共场所须48小时核酸证明,269341
,18,录取通知书被毁能否进校门,257402
,19,男子烤肠到嘴边退货遭拒辱骂店员,222228
,20,男子为证明自己的化学天赋自学制毒,186198
,21,苍兰诀编剧,剧集 185407
,22,重庆下雨,182587
,23,苍兰诀 不要烂尾,剧集 182495
,24,Viper,182365
,25,间谍过家家第二季度海报,181372
,26,陕西肉夹馍在台中夜市一馍难求,174549
,27,在重庆有一种感动叫双向奔赴,156684
,28,美登月火箭发射台遭雷击,130322
,29,EDG 冒泡赛,112335
,30,平台回应通缉犯的抓捕赏金仅4元,111982
,31,苍兰诀 太岁,剧集 111850
,32,0713中秋晚会合体路透,晚会 110263
,33,冰雨火孕妇吸毒,剧集 109828
,34,任敏中国风水下舞蹈,综艺 109007
,35,轰6K巡航台岛常态化,108044
,36,男子洗澡时淋浴房玻璃门突然爆裂,107558
,37,川渝男人最后的倔强,103607
,38,这麻婆豆腐也太费米饭了,99398
,39,四川话完全恐怖不起来,93035
,40,上海昨日新增本土无症状8例,86958
,41,一起同过窗,剧集 84083
,42,newjeans新歌获人歌一位,综艺 83144
,43,成都疫情防控,79295
,44,这excel算是被玩明白了,76612
,45,开学前录取通知书被狗狗咬碎,73164
,46,剑网三,71888
,47,这是什么百万转场,70213
,48,JDG锁定S12名额,61128
,49,公厕里的洗手液有多脏,59109
,50,K甲,42951
,,,
Time,No.,Content,Hotness
2022-08-29 01:00:01,,,
,,网络强国这十年, 
,1,不为什么,音乐 1555792
,2,女子火锅配冰奶茶上吐下泻碱中毒,1149032
,3,八音盒变装下的守护者,937206
,4,骨兰变成了东方青苍,剧集 898412
,5,蔡徐坤把拴Q说成了3Q,综艺 607334
,6,成都疫情处于快速上升阶段,519239
,7,台州是糯叽叽的天堂,407053
,8,95后小伙瞒着家人到重庆救火,280651
,9,大爷质问家长为何给孩子穿汉服,254752
,10,录取通知书被毁能否进校门,231843
,11,男子在女友孕期出轨还想要回16万彩礼,230973
,12,贺峻霖两个月瘦了20斤,230284
,13,苍兰诀 智者不入爱河,剧集 228991
,14,EXO 回归,228520
,15,男子离婚两年后前妻告知儿子非亲生,227425
,16,动物园灰鹦鹉被逗后说脏话骂游客,226925
,17,陕西肉夹馍在台中夜市一馍难求,218812
,18,成都市民进入公共场所须48小时核酸证明,192497
,19,男子烤肠到嘴边退货遭拒辱骂店员,166743
,20,Viper,149049
,21,苍兰诀编剧,剧集 148472
,22,吴倩说五年后是夏天赢了,剧集 148095
,23,苍兰诀 不要烂尾,剧集 147977
,24,男子为证明自己的化学天赋自学制毒,147613
,25,间谍过家家第二季度海报,144162
,26,重庆下雨,130247
,27,在重庆有一种感动叫双向奔赴,121649
,28,美登月火箭发射台遭雷击,105921
,29,平台回应通缉犯的抓捕赏金仅4元,96012
,30,EDG 冒泡赛,94020
,31,冰雨火孕妇吸毒,剧集 93989
,32,0713中秋晚会合体路透,晚会 92992
,33,苍兰诀 太岁,剧集 92616
,34,newjeans新歌获人歌一位,综艺 91459
,35,轰6K巡航台岛常态化,90886
,36,川渝男人最后的倔强,90709
,37,男子洗澡时淋浴房玻璃门突然爆裂,89082
,38,这麻婆豆腐也太费米饭了,88318
,39,四川话完全恐怖不起来,82931
,40,上海昨日新增本土无症状8例,73938
,41,一起同过窗,剧集 70896
,42,莲花楼剧组 打人,剧集 69566
,43,剑网三,67707
,44,成都疫情防控,66556
,45,这excel算是被玩明白了,66540
,46,这是什么百万转场,62791
,47,开学前录取通知书被狗狗咬碎,60691
,48,JDG锁定S12名额,52452
,49,公厕里的洗手液有多脏,50890
,50,K甲,32371
,,,
Time,No.,Content,Hotness
2022-08-29 01:15:01,,,
,,2022年中国网络文明大会, 
,1,不为什么,音乐 1756852
,2,女子火锅配冰奶茶上吐下泻碱中毒,862603
,3,八音盒变装下的守护者,749629
,4,骨兰变成了东方青苍,剧集 742754
,5,蔡徐坤把拴Q说成了3Q,综艺 520235
,6,成都疫情处于快速上升阶段,438017
,•,持久热爱王一博,
,7,台州是糯叽叽的天堂,322862
,8,陕西肉夹馍在台中夜市一馍难求,256360
,9,大爷质问家长为何给孩子穿汉服,230260
,10,95后小伙瞒着家人到重庆救火,208344
,11,男子在女友孕期出轨还想要回16万彩礼,206430
,12,贺峻霖两个月瘦了20斤,204852
,13,苍兰诀 智者不入爱河,剧集 203673
,14,EXO 回归,200375
,15,男子离婚两年后前妻告知儿子非亲生,198060
,16,录取通知书被毁能否进校门,196881
,17,动物园灰鹦鹉被逗后说脏话骂游客,185423
,18,成都市民进入公共场所须48小时核酸证明,146186
,19,男子烤肠到嘴边退货遭拒辱骂店员,145148
,20,男子为证明自己的化学天赋自学制毒,130310
,21,吴倩说五年后是夏天赢了,剧集 129910
,22,苍兰诀编剧,剧集 127390
,23,Viper,123359
,24,苍兰诀 不要烂尾,剧集 122678
,25,间谍过家家第二季度海报,121625
,26,重庆下雨,101218
,27,在重庆有一种感动叫双向奔赴,95260
,28,美登月火箭发射台遭雷击,90520
,29,EDG 冒泡赛,83438
,30,平台回应通缉犯的抓捕赏金仅4元,80794
,31,冰雨火孕妇吸毒,剧集 80745
,32,0713中秋晚会合体路透,晚会 80289
,33,苍兰诀 太岁,剧集 80154
,34,一起同过窗,剧集 79919
,35,轰6K巡航台岛常态化,79587
,36,newjeans新歌获人歌一位,综艺 79298
,37,川渝男人最后的倔强,79205
,38,男子洗澡时淋浴房玻璃门突然爆裂,74475
,39,这麻婆豆腐也太费米饭了,71536
,40,四川话完全恐怖不起来,65928
,41,莲花楼剧组 打人,剧集 65453
,42,成都疫情防控,63021
,43,上海昨日新增本土无症状8例,62433
,44,剑网三,58658
,45,这excel算是被玩明白了,55507
,46,开学前录取通知书被狗狗咬碎,47836
,47,JDG锁定S12名额,46058
,48,公厕里的洗手液有多脏,44168
,49,这是什么百万转场,42288
,50,K甲,32246
,,,
Time,No.,Content,Hotness
2022-08-29 01:30:01,,,
,,2022年中国网络文明大会, 
,1,不为什么,音乐 1324758
,2,女子火锅配冰奶茶上吐下泻碱中毒,631712
,3,八音盒变装下的守护者,595261
,4,骨兰变成了东方青苍,剧集 585894
,5,蔡徐坤把拴Q说成了3Q,综艺 438482
,6,成都疫情处于快速上升阶段,362288
,7,台州是糯叽叽的天堂,243737
,8,陕西肉夹馍在台中夜市一馍难求,234666
,9,大爷质问家长为何给孩子穿汉服,176166
,10,录取通知书被毁能否进校门,163806
,11,男子在女友孕期出轨还想要回16万彩礼,162592
,12,贺峻霖两个月瘦了20斤,156662
,13,EXO 回归,155628
,14,苍兰诀 智者不入爱河,剧集 150991
,15,男子离婚两年后前妻告知儿子非亲生,146961
,16,95后小伙瞒着家人到重庆救火,145774
,17,动物园灰鹦鹉被逗后说脏话骂游客,140686
,18,男子烤肠到嘴边退货遭拒辱骂店员,119833
,19,成都市民进入公共场所须48小时核酸证明,109372
,20,男子为证明自己的化学天赋自学制毒,107488
,21,第十七届中国长春电影节,盛典 106727
,22,苍兰诀 不要烂尾,剧集 106073
,23,冰雨火孕妇吸毒,剧集 105332
,24,Viper,103314
,25,间谍过家家第二季度海报,101840
,26,在重庆有一种感动叫双向奔赴,78008
,27,重庆下雨,74912
,28,美登月火箭发射台遭雷击,73973
,29,EDG 冒泡赛,69963
,30,平台回应通缉犯的抓捕赏金仅4元,64439
,31,梁静茹一开口青春就回来了,音乐 64425
,32,苍兰诀编剧,剧集 64387
,33,0713中秋晚会合体路透,晚会 64352
,34,苍兰诀 太岁,剧集 64311
,35,川渝男人最后的倔强,64296
,36,轰6K巡航台岛常态化,63040
,37,这麻婆豆腐也太费米饭了,60973
,38,男子洗澡时淋浴房玻璃门突然爆裂,60714
,39,四川话完全恐怖不起来,57895
,40,成都疫情防控,51904
,41,莲花楼剧组 打人,剧集 51765
,42,newjeans新歌获人歌一位,综艺 51700
,43,上海昨日新增本土无症状8例,51559
,44,剑网三,49096
,45,JDG锁定S12名额,47456
,46,开学前录取通知书被狗狗咬碎,40963
,47,这是什么百万转场,36483
,48,公厕里的洗手液有多脏,35741
,49,这excel算是被玩明白了,31760
,50,K甲,27482
,,,
Time,No.,Content,Hotness
2022-08-29 01:45:01,,,
,,2022年中国网络文明大会, 
,1,不为什么,音乐 1015810
,2,女子火锅配冰奶茶上吐下泻碱中毒,480419
,3,八音盒变装下的守护者,478670
,4,骨兰变成了东方青苍,剧集 477484
,5,蔡徐坤把拴Q说成了3Q,综艺 375902
,6,成都疫情处于快速上升阶段,293215
,•,持久热爱王一博,
,7,陕西肉夹馍在台中夜市一馍难求,242913
,8,台州是糯叽叽的天堂,197677
,9,大爷质问家长为何给孩子穿汉服,148350
,10,录取通知书被毁能否进校门,128829
,11,男子在女友孕期出轨还想要回16万彩礼,127625
,12,贺峻霖两个月瘦了20斤,124735
,13,EXO 回归,120810
,14,苍兰诀 智者不入爱河,剧集 118503
,15,男子离婚两年后前妻告知儿子非亲生,114566
,16,95后小伙瞒着家人到重庆救火,113431
,17,动物园灰鹦鹉被逗后说脏话骂游客,111757
,18,男子烤肠到嘴边退货遭拒辱骂店员,104982
,19,成都市民进入公共场所须48小时核酸证明,91447
,20,男子为证明自己的化学天赋自学制毒,89878
,21,梁静茹一开口青春就回来了,音乐 88638
,22,苍兰诀 不要烂尾,剧集 86970
,23,冰雨火孕妇吸毒,剧集 86640
,24,Viper,84377
,25,间谍过家家第二季度海报,83961
,26,在重庆有一种感动叫双向奔赴,61522
,27,美登月火箭发射台遭雷击,60590
,28,EDG 冒泡赛,59612
,29,重庆下雨,59317
,30,平台回应通缉犯的抓捕赏金仅4元,57825
,31,苍兰诀编剧,剧集 57756
,32,0713中秋晚会合体路透,晚会 57234
,33,苍兰诀 太岁,剧集 56670
,34,莲花楼剧组 打人,剧集 56349
,35,轰6K巡航台岛常态化,55957
,36,川渝男人最后的倔强,55854
,37,四川话完全恐怖不起来,52699
,38,剑网三,47070
,39,男子洗澡时淋浴房玻璃门突然爆裂,46410
,40,这麻婆豆腐也太费米饭了,45942
,41,第十七届中国长春电影节,盛典 45834
,42,newjeans新歌获人歌一位,综艺 45655
,43,成都疫情防控,45198
,44,JDG锁定S12名额,44177
,45,上海昨日新增本土无症状8例,42382
,46,开学前录取通知书被狗狗咬碎,34051
,47,这是什么百万转场,32566
,48,公厕里的洗手液有多脏,31062
,49,这excel算是被玩明白了,27119
,50,K甲,21368
,,,
Time,No.,Content,Hotness
2022-08-29 05:00:01,,,
,,2022年中国网络文明大会, 
,1,女子腿脚没劲原是老年综合征,116532
,2,不为什么,音乐 71114
,3,八音盒变装下的守护者,70462
,4,骨兰变成了东方青苍,剧集 70133
,5,女子火锅配冰奶茶上吐下泻碱中毒,58734
,6,成都疫情处于快速上升阶段,58157
