,,,
Time,No.,Content,Hotness
2021-12-22 00:00:02,,,
,,百年风华谁与共, 
,1,中国印钞造币总公司董事陈耀明主动投案,2146108
,2,江苏第一针免费HPV疫苗开打,1553175
,3,立足中国大地讲好中国故事,1376699
,•,一颗养眼的松露,
,4,河南一彩民中526万元逾期未兑,1279447
,5,薇娅被撤销网络诚信宣传大使,1226502
,6,杜华为黄明昊包100场电影,1175355
,•,快更稳的小米12来了,
,7,浙大学霸作息表太震撼了,1124996
,8,刘小敏陈卓恋情曝光,969282
,9,大连男子直播卖房单日成交150套,960616
,10,2岁娃误食含西布曲明减肥药离世,939758
,11,父亲房内睡觉4岁女童爬窗不慎坠亡,892565
,12,英特尔宣称禁用新疆产品,860158
,13,戚薇工作室发文回应,832988
,14,李佳琦声音商标再被驳回,828093
,15,李佳琦直播,827089
,16,因疫情无法到西安考研怎么办,810865
,17,冬至,719790
,18,初一女孩把数学卷答成语文卷,669893
,19,圣诞美甲,658218
,20,腾讯要求抖音为斗罗大陆赔偿8亿,540538
,21,河南一饺子店连续6年冬至停业,473583
,22,保利 如梦之梦,433228
,23,税务总局立案调查多领域偷逃税款问题,433050
,24,夫妻吵架开车互撞,410677
,25,雄狮少年,409873
,26,央视新闻评雄狮少年是文化自信,409279
,27,村民挖到旧坛子内藏30块鸦片,400515
,28,双向奔赴的爱有多温暖,388790
,29,冬至吃啥,382959
,30,磨牙是一种病,382334
,31,鹿晗空降超话,381557
,32,陕西发布考研安排,368235
,33,雪滴花有哪些细思极恐的细节,362857
,34,金家骏还债钱被骗,354586
,35,薇娅们赚那么多为什么还逃税,340930
,36,网购买过最丑的商品,323023
,37,那年我们,322398
,38,如何缓解考研前的焦虑情绪,310886
,39,冬至月亮,262821
,40,孙海洋驾车1700公里去山东接孙卓,246168
,41,王源分享冬至饺子图,238587
,42,严浩翔这世界那么多人训练集,234870
,43,吃啥才配得上冬至的仪式感,230944
,44,西安疫情,229157
,45,2021婚礼社死大盘点,226153
,46,石家庄乔家大厨7名顾客因食物中毒死亡系谣言,207351
,47,让耳背的奶奶开门有多难,194275
,48,西安流调,193904
,49,北半球最长的夜晚,183544
,50,被陌生人治愈到的瞬间,168017
,,,
Time,No.,Content,Hotness
2021-12-22 00:15:01,,,
,,百年风华谁与共, 
,1,中国印钞造币总公司董事陈耀明主动投案,1859532
,2,江苏第一针免费HPV疫苗开打,1352114
,3,立足中国大地讲好中国故事,1161704
,•,杨幂仙气大片,
,4,薇娅被撤销网络诚信宣传大使,1106929
,5,杜华为黄明昊包100场电影,1075879
,6,河南一彩民中526万元逾期未兑,1061389
,7,浙大学霸作息表太震撼了,1017793
,8,刘小敏陈卓恋情曝光,822342
,9,大连男子直播卖房单日成交150套,761069
,10,2岁娃误食含西布曲明减肥药离世,758628
,11,父亲房内睡觉4岁女童爬窗不慎坠亡,755607
,12,英特尔宣称禁用新疆产品,751716
,13,戚薇工作室发文回应,746305
,14,因疫情无法到西安考研怎么办,743723
,15,李佳琦直播,734402
,16,李佳琦声音商标再被驳回,685390
,17,圣诞美甲,650022
,18,初一女孩把数学卷答成语文卷,618758
,19,腾讯要求抖音为斗罗大陆赔偿8亿,540975
,20,磨牙是一种病,503529
,21,医学生还能用听诊器吃瓜,450957
,22,河南一饺子店连续6年冬至停业,406895
,23,夫妻吵架开车互撞,405739
,24,雄狮少年,384247
,25,双向奔赴的爱有多温暖,374256
,26,村民挖到旧坛子内藏30块鸦片,371219
,27,冬至,365869
,28,央视新闻评雄狮少年是文化自信,364111
,29,冬至吃啥,324549
,30,税务总局立案调查多领域偷逃税款问题,308226
,31,保利 如梦之梦,307510
,32,鹿晗空降超话,305251
,33,雪滴花有哪些细思极恐的细节,302161
,34,那年我们,298542
,35,如何缓解考研前的焦虑情绪,298404
,36,网购买过最丑的商品,296039
,37,薇娅们赚那么多为什么还逃税,273986
,38,石家庄乔家大厨7名顾客因食物中毒死亡系谣言,261287
,39,陕西发布考研安排,257273
,40,冬至月亮,235197
,41,金家骏还债钱被骗,229884
,42,王源分享冬至饺子图,229607
,43,严浩翔这世界那么多人训练集,211894
,44,北半球最长的夜晚,211419
,45,孙海洋驾车1700公里去山东接孙卓,209073
,46,西安疫情,203667
,47,2021婚礼社死大盘点,203244
,48,吃啥才配得上冬至的仪式感,201983
,49,让耳背的奶奶开门有多难,169953
,50,西安流调,163611
,,,
Time,No.,Content,Hotness
2021-12-22 00:30:01,,,
,,百年风华谁与共, 
,1,中国印钞造币总公司董事陈耀明主动投案,1594326
,2,江苏第一针免费HPV疫苗开打,1126459
,3,立足中国大地讲好中国故事,984629
,•,Apple京东首支功夫大片,
,4,薇娅被撤销网络诚信宣传大使,966215
,5,杜华为黄明昊包100场电影,905439
,6,河南一彩民中526万元逾期未兑,847078
,7,李佳琦直播,793737
,8,浙大学霸作息表太震撼了,778400
,9,大连男子直播卖房单日成交150套,766556
,10,初一女孩把数学卷答成语文卷,752300
,11,父亲房内睡觉4岁女童爬窗不慎坠亡,727920
,12,英特尔宣称禁用新疆产品,718710
,13,戚薇工作室发文回应,691800
,14,医学生还能用听诊器吃瓜,688975
,15,冬至,650764
,16,刘小敏陈卓恋情曝光,648453
,17,因疫情无法到西安考研怎么办,613578
,18,圣诞美甲,552222
,19,腾讯要求抖音为斗罗大陆赔偿8亿,473566
,20,磨牙是一种病,472427
,21,李佳琦声音商标再被驳回,471087
,22,2岁娃误食含西布曲明减肥药离世,463127
,23,河南一饺子店连续6年冬至停业,359631
,24,夫妻吵架开车互撞,359522
,25,双向奔赴的爱有多温暖,352416
,26,村民挖到旧坛子内藏30块鸦片,329523
,27,雄狮少年,323579
