,,,
Time,No.,Content,Hotness
2021-12-12 00:00:02,,,
,,中央经济工作会议举行, 
,1,自称遭性侵阿里女员工被解雇,2011870
,2,华语乐坛,1994462
,3,理想信念和初心使命是可衡量可检验的,1495472
,•,龙族新版重装归来,
,4,刘耀文 TMEA,1085683
,5,丹东草莓为啥好吃,994170
,6,男儿歌 好听,768073
,7,小钰,710200
,8,小伙误入传销后12年解救1000人,624654
,9,23岁女子与家人争吵引发脑出血,539555
,10,人民日报评张同学,535454
,11,EXO,531032
,12,秦海璐终于演了霸总夫人,525799
,13,女子难忍长期家暴起诉离婚未获准,517953
,14,周杰伦TMEA最强分会场,514219
,15,周某称不想案件被娱乐化,506662
,16,女生出门要拎包的原因,501775
,17,家暴起诉离婚未获准一年后刺死丈夫获刑,479943
,18,杭州一确诊病例被立案侦查,423423
,19,丰子恺女儿丰一吟逝世,379398
,20,父亲陪自闭症儿子卖玩具鼓励沟通,315164
,21,边伯贤获2021MAMA最佳男歌手奖,311978
,22,TMEA腾讯音乐娱乐盛典,311397
,23,EXO年度最佳海外团体,309444
,24,美娜,306984
,25,超有效瘦肚子训练,266405
,26,十六夜竟然是窈娘,258120
,27,美国肯塔基州遭龙卷风侵袭,245473
,28,中国科兴分离出奥密克戎毒株,231992
,29,幼儿园防诱拐演习20分钟骗走一群娃,215674
,30,感冒吃消炎药可能没有用,213423
,31,刘雨昕获TMEA年度最佳唱跳歌手,212595
,32,蔡徐坤舞台好复古,212383
,33,PDD入选LPL名人堂,211210
,34,时代少年团要你管年度十大金曲,205034
,35,2021年度最佳阵容,197515
,36,鹿晗说可以打12345投诉五哈旅行团,188127
,37,男子通宵加班多天坐公交晕倒,152786
,38,Jiejie年度最受欢迎选手,151564
,39,我的旧衣服被谁穿走了,143086
,40,元旦春节将至疫情传播风险较大,137418
,41,小敏家,137166
,42,美国中情局大力储备汉语人才,135863
,43,樊振东梁靖崑的高能隔离训练视频,133172
,44,Bin全明星SOLOKING,130055
,45,杭州市上城区暂停疫苗接种,118627
,46,申论EDG,116283
,47,Scout年度MVP,111640
,48,2021LPL全明星,99909
,49,叶羊,99902
,50,13岁女孩电热毯取暖手脚深二度烫伤,99879
,,,
Time,No.,Content,Hotness
2021-12-12 00:15:01,,,
,,中央经济工作会议举行, 
,1,华语乐坛,2589458
,2,自称遭性侵阿里女员工被解雇,1551254
,3,理想信念和初心使命是可衡量可检验的,1442641
,4,刘耀文 TMEA,1409095
,5,丹东草莓为啥好吃,854468
,6,男儿歌 好听,785659
,•,误杀上映两周年,
,7,小钰,544361
,8,小伙误入传销后12年解救1000人,529691
,9,23岁女子与家人争吵引发脑出血,452359
,10,人民日报评张同学,452292
,11,EXO,452068
,12,女子难忍长期家暴起诉离婚未获准,451867
,13,秦海璐终于演了霸总夫人,451386
,14,TMEA腾讯音乐娱乐盛典,451180
,15,周某称不想案件被娱乐化,451083
,16,家暴起诉离婚未获准一年后刺死丈夫获刑,450882
,17,女生出门要拎包的原因,377741
,18,杭州一确诊病例被立案侦查,346205
,19,丰子恺女儿丰一吟逝世,302798
,20,父亲陪自闭症儿子卖玩具鼓励沟通,256640
,21,彭昱畅刘昊然最后一次交朋友,256059
,22,边伯贤获2021MAMA最佳男歌手奖,255825
,23,十六夜竟然是窈娘,254672
,24,美娜,252895
,25,超有效瘦肚子训练,237074
,26,美国肯塔基州遭龙卷风侵袭,233044
,27,中国科兴分离出奥密克戎毒株,187610
,28,幼儿园防诱拐演习20分钟骗走一群娃,173961
,29,PDD入选LPL名人堂,166990
,30,感冒吃消炎药可能没有用,130080
,31,刘雨昕获TMEA年度最佳唱跳歌手,129242
,32,小敏家,128603
,33,鹿晗说可以打12345投诉五哈旅行团,128246
,34,WANNAONE合体MAMA舞台,127371
,35,2021年度最佳阵容,126206
,36,美国中情局大力储备汉语人才,125875
,37,男子通宵加班多天坐公交晕倒,121850
,38,周杰伦TMEA最强分会场,121630
,39,Jiejie年度最受欢迎选手,121314
,40,Bin全明星SOLOKING,113866
,41,我的旧衣服被谁穿走了,111383
,42,蔡徐坤舞台好复古,111284
,43,元旦春节将至疫情传播风险较大,109854
,44,樊振东梁靖崑的高能隔离训练视频,106934
,45,申论EDG,98922
,46,2021LPL全明星,96365
,47,货车司机2分钟内恶意别后车7次,96051
,48,杭州市上城区暂停疫苗接种,92053
,49,Scout年度MVP,92039
,50,叶羊,91802
,,,
Time,No.,Content,Hotness
2021-12-12 00:30:01,,,
,,中央经济工作会议举行, 
,1,华语乐坛,2299621
,2,自称遭性侵阿里女员工被解雇,1442082
,3,理想信念和初心使命是可衡量可检验的,929444
,4,刘耀文 TMEA,904288
,5,丹东草莓为啥好吃,802028
,6,男儿歌 好听,712786
,7,小伙误入传销后12年解救1000人,513589
,8,小钰,512011
,9,23岁女子与家人争吵引发脑出血,422494
,10,人民日报评张同学,420681
,11,EXO,403891
,12,彭昱畅刘昊然最后一次交朋友,389384
,13,女子难忍长期家暴起诉离婚未获准,379253
,14,周杰伦yyds,369054
,15,家暴起诉离婚未获准一年后刺死丈夫获刑,353565
,16,周某称不想案件被娱乐化,345270
,17,杭州一确诊病例被立案侦查,340125
,18,女生出门要拎包的原因,337822
,19,丰子恺女儿丰一吟逝世,301595
,20,美娜,258703
,21,TMEA腾讯音乐娱乐盛典,257728
,22,边伯贤获2021MAMA最佳男歌手奖,251762
,23,秦海璐终于演了霸总夫人,248217
,24,十六夜竟然是窈娘,244171
,25,超有效瘦肚子训练,243755
,26,父亲陪自闭症儿子卖玩具鼓励沟通,226687
,27,美国肯塔基州遭龙卷风侵袭,217709
,28,货车司机2分钟内恶意别后车7次,208692
,29,中国科兴分离出奥密克戎毒株,190863
,30,幼儿园防诱拐演习20分钟骗走一群娃,178421
,31,时代少年团TMEA年度最佳组合,169708
,32,刘雨昕获TMEA年度最佳唱跳歌手,167061
,33,小敏家,163849
,34,2021年度最佳阵容,152798
,35,PDD入选LPL名人堂,139097
,36,美国中情局大力储备汉语人才,125663
,37,旅客突发疾病列车大提速抢出救命9分钟,122136
,38,Jiejie年度最受欢迎选手,121111
,39,感冒吃消炎药可能没有用,120496
,40,我的旧衣服被谁穿走了,109554
,41,鹿晗说可以打12345投诉五哈旅行团,109219
,42,WANNAONE合体MAMA舞台,108474
,43,李汶翰带了三十把钥匙上舞台,108163
,44,元旦春节将至疫情传播风险较大,107285
,45,Bin全明星SOLOKING,106677
,46,男子通宵加班多天坐公交晕倒,102464
,47,樊振东梁靖崑的高能隔离训练视频,100396
,48,申论EDG,97786
,49,杭州市上城区暂停疫苗接种,88151
,50,2021LPL全明星,86002
,,,
Time,No.,Content,Hotness
2021-12-12 00:45:01,,,
,,党的十九届六中全会精神, 
,1,华语乐坛,2289041
,2,自称遭性侵阿里女员工被解雇,1239478
,3,理想信念和初心使命是可衡量可检验的,921009
,•,2021年很多人都在问,
,4,周杰伦yyds,901195
,5,丹东草莓为啥好吃,642472
,6,刘耀文 TMEA,579187
,7,小钰,447347
,8,小伙误入传销后12年解救1000人,446605
,9,23岁女子与家人争吵引发脑出血,408402
,10,人民日报评张同学,405864
,11,男儿歌 好听,394744
,12,彭昱畅刘昊然最后一次交朋友,389143
,13,女子难忍长期家暴起诉离婚未获准,377853
,14,TMEA腾讯音乐娱乐盛典,373955
,15,家暴起诉离婚未获准一年后刺死丈夫获刑,368262
,16,周某称不想案件被娱乐化,360966
,17,货车司机2分钟内恶意别后车7次,340525
,18,杭州一确诊病例被立案侦查,302412
,19,女生出门要拎包的原因,286486
,20,丰子恺女儿丰一吟逝世,255867
,21,黄轩回应张俪是我大意了下辈子注意,245997
,22,EXO,240385
,23,边伯贤获2021MAMA最佳男歌手奖,235913
,24,超有效瘦肚子训练,230277
,25,美娜,215962
,26,秦海璐终于演了霸总夫人,206958
,27,父亲陪自闭症儿子卖玩具鼓励沟通,191454
,28,美国肯塔基州遭龙卷风侵袭,183603
,29,旅客突发疾病列车大提速抢出救命9分钟,174257
,30,中国科兴分离出奥密克戎毒株,164223
,31,小敏家,161661
,32,十六夜竟然是窈娘,160240
,33,刘雨昕获TMEA年度最佳唱跳歌手,159941
,34,幼儿园防诱拐演习20分钟骗走一群娃,158342
,35,2021年度最佳阵容,122204
,36,PDD入选LPL名人堂,115263
,37,美国中情局大力储备汉语人才,114967
,38,Jiejie年度最受欢迎选手,108184
,39,感冒吃消炎药可能没有用,107067
